co_ppm,so2_ppm,temperature_c,humidity_pct,device_health,hour,near_school,near_clinic,risk_class
12.3,6.66,43.89,57.85,1,2,0,1,high
16.35,2.99,26.75,23.49,1,22,0,0,medium
6.99,7.98,38.59,34.42,1,23,0,0,medium
11.28,13.0,33.29,43.7,1,8,0,1,high
11.7,6.38,20.37,56.61,1,12,0,1,medium
23.5,11.37,38.91,49.04,1,12,1,0,high
5.46,6.09,25.93,28.78,1,5,0,0,low
8.69,15.16,24.18,75.23,1,16,1,0,medium
8.76,4.67,42.61,79.57,1,23,0,0,low
21.1,21.61,20.81,39.11,1,23,0,0,high
19.97,3.5,33.17,90.22,1,14,0,0,low
10.79,6.3,26.54,51.47,1,10,0,0,medium
4.85,15.51,21.07,44.61,1,11,0,0,medium
15.17,6.23,24.05,89.58,1,4,1,0,medium
12.91,23.38,36.13,28.94,1,13,1,0,high
4.98,10.94,33.71,93.09,1,8,0,0,medium
42.23,2.23,29.52,77.25,1,22,1,0,high
1.82,9.05,24.22,80.24,1,11,0,0,low
12.35,4.12,24.85,83.09,1,23,0,0,low
15.24,7.13,42.17,28.13,1,3,1,0,high
36.69,1.58,27.95,62.56,1,17,0,0,medium
8.59,2.45,36.49,23.34,1,8,1,0,medium
5.45,8.4,39.57,64.65,1,12,0,1,medium
24.66,4.87,30.03,74.05,1,5,0,1,medium
10.69,4.66,37.85,48.76,1,17,0,0,low
19.16,6.25,36.6,70.96,1,10,0,0,medium
6.65,14.39,40.51,55.01,1,1,0,1,high
8.46,6.17,35.21,22.73,1,2,0,0,medium
6.43,6.52,34.15,89.81,1,21,0,0,low
19.57,32.34,44.89,51.62,1,22,1,0,high
22.43,8.4,20.55,60.08,1,20,0,0,medium
15.62,3.18,38.68,54.35,0,14,0,0,medium
13.03,4.32,43.92,88.51,1,16,0,0,medium
30.3,4.31,32.23,48.26,1,13,0,0,medium
38.3,3.72,35.99,34.22,1,4,1,1,high
13.03,3.29,32.3,38.08,1,1,0,0,low
17.79,5.73,42.18,63.47,1,23,1,1,high
4.1,14.94,41.22,55.2,1,9,1,0,high
6.44,12.76,22.98,59.15,1,17,1,1,high
6.35,9.86,42.67,94.9,1,10,0,0,medium
21.0,6.86,34.98,64.14,1,18,1,0,high
18.74,6.46,38.89,47.62,1,17,0,0,medium
2.99,21.51,40.97,42.82,0,12,0,0,high
6.2,2.73,35.29,89.77,1,4,0,1,low
9.54,5.65,28.0,41.23,1,14,0,0,low
10.1,20.55,38.92,77.63,1,21,0,0,high
3.59,3.44,38.21,92.36,1,23,0,0,low
38.07,8.03,40.5,91.37,1,11,0,0,high
17.66,11.99,21.54,39.56,1,6,0,0,medium
36.06,6.3,26.7,85.4,1,3,0,0,high
7.23,8.68,25.85,92.41,1,13,0,0,low
10.41,3.66,41.85,60.93,0,12,1,1,high
18.39,7.96,28.49,75.06,1,7,0,0,medium
5.26,2.37,31.55,77.44,0,23,1,1,medium
4.84,6.02,27.1,41.51,1,23,0,0,low
19.35,18.58,32.34,89.31,1,12,0,0,medium
30.09,3.67,43.1,26.21,1,19,0,1,high
11.86,7.49,30.26,82.29,1,10,0,0,medium
6.44,13.58,42.68,29.04,1,18,0,0,medium
4.27,12.39,36.36,45.08,1,10,0,0,medium
7.7,4.34,30.99,49.02,0,0,0,1,low
18.38,16.1,26.63,43.56,1,16,0,0,medium
3.32,10.86,38.03,36.5,0,23,1,0,high
3.64,3.92,44.79,93.8,1,3,0,0,low
19.5,19.29,26.46,60.75,1,3,0,0,medium
11.01,15.04,21.93,65.51,1,4,0,0,medium
11.42,7.59,40.18,40.02,1,12,0,0,medium
13.5,8.24,24.05,55.32,1,7,0,1,medium
7.55,7.68,32.04,65.32,1,3,1,0,medium
8.59,2.55,32.71,56.65,1,16,0,0,low
23.45,9.35,41.61,59.82,1,3,0,0,high
12.35,2.1,23.64,68.95,0,2,1,0,medium
8.68,13.18,23.5,20.39,1,12,1,1,high
13.09,21.44,41.95,69.89,1,8,1,0,high
6.03,14.83,37.47,89.67,1,20,0,0,medium
14.52,8.08,41.21,62.23,1,19,0,0,medium
13.83,4.17,27.43,26.75,1,19,1,0,medium
12.88,7.33,31.46,48.89,1,10,0,0,medium
2.59,2.86,35.03,93.05,1,8,0,1,low
9.02,14.11,33.79,58.71,1,23,0,0,medium
19.81,18.81,29.0,90.31,1,2,0,1,high
21.39,9.88,25.14,39.39,1,17,0,0,medium
5.41,5.1,26.85,57.73,1,9,0,0,low
9.12,4.84,26.77,34.34,1,12,1,0,low
37.57,11.75,39.05,53.66,1,1,1,0,emergency
9.1,3.03,37.48,20.35,0,13,0,0,low
11.17,1.13,26.11,23.35,1,13,1,0,medium
11.12,9.08,42.36,30.54,1,3,0,0,medium
15.63,7.41,21.4,23.38,1,2,1,0,high
5.89,6.61,32.83,94.05,1,11,0,0,low
27.89,19.15,41.31,69.45,1,18,0,0,high
18.48,7.94,37.62,33.97,1,9,1,1,high
17.48,12.84,43.85,21.86,1,17,0,0,high
15.08,8.06,38.29,62.67,1,8,0,0,medium
4.64,1.65,20.35,28.9,1,5,0,0,low
11.64,24.51,31.32,82.07,1,4,0,0,high
1.32,11.94,29.58,41.21,1,13,1,0,medium
4.61,14.47,20.58,79.57,1,22,0,0,medium
37.11,7.63,41.12,37.46,1,23,0,0,high
31.64,3.44,21.06,80.49,1,17,0,0,medium
3.2,7.81,24.75,76.02,1,19,0,1,medium
10.81,7.61,32.18,56.15,1,5,1,0,medium
6.95,1.77,29.14,75.06,1,18,0,0,low
5.06,1.82,31.49,64.57,1,21,1,0,low
38.85,5.73,21.04,39.68,1,12,0,1,high
17.61,2.5,43.36,49.15,1,5,0,0,medium
2.86,9.46,38.13,56.56,1,23,0,0,medium
18.62,8.58,26.74,21.01,1,16,0,0,medium
16.92,14.0,32.5,35.55,1,20,1,0,high
8.76,12.36,24.54,56.8,1,6,0,1,medium
24.33,3.56,32.04,89.42,1,22,0,0,medium
9.92,8.21,34.81,85.04,1,11,0,0,low
11.13,2.0,32.7,45.6,1,3,1,0,medium
10.95,13.83,34.88,59.79,1,17,0,0,medium
3.52,15.95,27.76,48.11,1,17,0,1,medium
20.03,4.52,36.11,31.38,1,9,1,0,medium
23.31,9.23,33.03,28.03,1,8,0,0,medium
15.99,4.43,29.34,33.24,1,21,0,0,low
3.42,4.77,41.4,68.52,1,22,1,0,medium
4.31,4.99,29.55,54.69,1,20,0,0,low
8.84,0.85,40.86,61.49,1,1,0,0,low
14.4,13.91,26.1,85.46,1,10,0,1,high
27.09,14.43,26.68,63.12,1,5,0,0,high
32.82,14.26,34.09,83.61,1,0,0,0,high
17.41,14.97,39.11,33.53,1,22,1,0,high
8.53,2.1,25.98,85.05,1,21,1,0,low
40.85,14.94,21.6,87.12,1,19,0,0,high
15.41,17.7,31.39,48.7,1,17,0,0,medium
6.74,14.2,23.95,43.36,1,19,0,0,medium
13.58,11.64,35.65,66.51,1,15,0,0,medium
9.25,2.85,36.07,39.26,1,6,0,1,low
32.02,6.33,42.27,87.34,1,20,0,0,high
18.41,5.81,33.46,47.94,1,5,0,0,medium
12.57,8.23,44.31,59.78,1,21,1,1,high
6.88,7.03,36.52,41.6,1,2,0,0,low
17.99,5.62,44.63,32.11,1,23,0,0,medium
7.93,4.99,21.26,48.7,0,19,0,0,low
6.5,3.31,32.74,43.17,1,14,1,0,low
6.06,6.09,24.36,51.3,1,5,1,0,medium
12.16,2.16,40.74,48.55,1,1,0,0,medium
2.03,20.82,31.63,54.21,1,4,0,0,medium
20.14,1.88,35.89,28.09,1,1,0,0,medium
28.17,3.32,37.2,67.62,1,0,1,0,medium
5.8,0.96,31.59,90.73,1,16,1,0,low
9.45,2.84,23.68,74.34,1,2,1,0,low
8.89,6.21,27.53,54.7,1,18,0,0,low
11.36,5.6,29.3,53.69,1,15,1,0,medium
1.86,14.77,44.25,46.82,1,10,0,0,medium
16.38,7.65,25.35,35.92,1,10,1,0,medium
10.96,2.5,25.7,43.95,1,15,1,1,medium
19.04,3.48,35.04,91.71,1,20,0,0,low
13.11,7.67,26.41,21.88,1,1,0,0,medium
14.58,2.76,24.38,42.94,1,20,1,1,medium
3.55,11.36,21.93,88.62,1,4,1,0,medium
5.56,20.07,29.28,63.92,1,2,1,0,high
9.37,8.52,24.44,77.09,1,7,0,1,medium
11.02,9.18,38.15,27.47,1,6,1,0,high
9.86,9.88,38.24,72.01,1,14,0,0,medium
48.53,6.45,37.66,86.03,1,14,1,0,high
1.86,3.68,35.4,29.94,1,4,0,0,low
13.02,14.55,42.42,85.69,1,11,0,0,high
12.18,11.09,23.39,40.39,0,10,0,0,medium
25.56,0.72,40.14,41.01,1,14,0,1,high
4.63,5.66,37.17,88.33,1,20,0,1,medium
20.46,5.5,30.31,64.55,0,18,0,1,high
22.05,2.73,25.0,26.65,1,16,0,0,medium
44.19,11.82,38.43,65.89,1,2,1,1,emergency
16.12,7.53,27.88,61.92,1,20,0,0,medium
33.71,12.53,20.59,87.88,1,7,0,0,high
4.32,3.09,43.95,64.65,1,0,0,0,low
13.88,7.64,42.63,61.34,1,21,1,0,high
13.44,4.77,38.37,70.94,1,9,0,0,medium
14.09,6.87,27.72,54.93,1,19,0,0,medium
11.04,6.71,26.64,35.25,1,17,0,0,medium
41.11,16.13,28.2,77.62,0,6,0,0,high
10.21,5.37,41.54,40.26,1,22,0,1,high
17.09,10.67,44.86,77.76,1,5,0,0,high
16.8,9.43,36.92,89.61,1,21,1,0,medium
6.17,18.78,22.98,22.44,1,8,0,0,medium
3.66,11.0,27.43,70.99,1,9,0,0,medium
13.86,7.94,35.95,25.39,1,8,0,1,medium
2.62,9.55,36.31,32.91,0,10,0,0,low
9.67,1.49,38.07,52.19,1,17,1,0,medium
13.27,6.48,33.35,66.93,1,15,0,0,medium
16.58,7.23,43.89,80.13,1,17,0,1,high
18.14,7.26,38.84,52.8,1,2,0,1,high
18.29,10.08,29.74,45.07,1,1,1,1,high
27.4,6.5,34.68,70.01,0,0,1,0,high
3.87,3.36,24.83,30.14,1,22,0,0,low
7.43,5.15,24.01,63.6,1,2,1,0,medium
11.52,2.01,33.23,37.41,1,15,1,0,medium
17.78,6.53,26.08,35.69,1,1,0,0,medium
11.07,6.74,20.95,68.5,1,16,1,0,medium
20.77,10.34,28.78,62.93,1,22,0,0,high
24.45,3.75,33.63,55.85,1,3,0,1,medium
38.26,3.57,21.96,22.19,1,5,0,0,high
16.18,0.75,21.55,21.31,1,7,0,1,medium
13.77,7.96,23.78,30.08,1,13,1,0,medium
20.26,2.35,27.39,83.55,1,2,0,1,medium
25.94,2.68,32.69,28.79,1,5,0,0,medium
10.74,15.5,39.05,56.22,1,2,1,0,high
3.65,7.13,31.0,91.04,1,1,0,0,low
26.71,2.65,44.53,50.79,0,22,0,0,medium
21.76,8.53,24.22,87.99,1,19,1,0,high
26.41,5.08,22.69,60.78,1,21,1,0,high
6.67,5.19,23.71,37.0,1,0,0,0,low
11.78,5.86,32.54,70.09,1,10,0,0,medium
3.89,2.23,34.72,74.34,1,8,0,0,low
4.69,4.27,32.78,48.25,1,21,0,0,low
3.89,6.53,28.12,81.7,1,9,1,0,medium
7.79,7.9,37.34,88.72,0,4,1,0,medium
4.19,7.53,30.52,80.01,1,14,0,0,low
5.7,1.83,28.79,55.1,1,16,0,0,low
1.42,3.78,29.69,31.24,1,5,0,0,low
28.47,5.47,31.25,40.24,1,12,1,1,high
7.17,4.69,21.07,75.44,1,20,0,0,low
5.19,5.04,29.17,63.18,1,12,0,1,medium
7.8,15.74,36.45,90.91,1,16,0,0,medium
6.91,2.98,34.59,76.65,1,6,0,1,low
6.45,2.96,43.07,34.07,1,17,0,0,low
5.0,3.64,32.16,83.58,1,18,1,0,low
9.32,22.85,31.69,81.5,1,3,0,1,high
4.44,14.78,25.51,57.06,1,20,1,0,medium
8.24,0.84,35.85,86.5,1,21,0,1,low
4.51,21.29,33.41,91.67,1,17,0,1,high
4.39,8.85,20.7,49.94,1,21,0,0,low
4.99,11.13,28.69,38.68,1,14,1,0,medium
3.3,3.26,37.75,37.88,1,11,1,0,low
20.02,13.1,35.5,94.23,0,17,0,1,high
24.63,19.78,36.72,91.37,0,1,0,0,high
3.1,5.99,42.78,49.87,1,8,0,0,medium
14.83,5.4,26.4,85.76,1,4,0,0,medium
32.61,7.03,30.67,94.25,1,6,0,0,medium
4.34,4.15,30.2,58.49,1,19,0,0,low
20.13,13.89,31.98,94.71,1,14,1,0,high
9.78,1.87,44.18,60.57,1,13,0,0,low
14.32,6.66,29.05,25.87,1,9,1,0,medium
18.63,9.73,44.3,83.5,1,10,0,0,medium
24.25,9.41,27.36,23.26,1,0,1,0,high
5.31,1.63,28.95,91.74,1,14,0,0,low
8.84,17.41,43.74,40.95,1,23,0,0,medium
27.98,20.34,30.89,61.0,1,13,1,0,high
3.87,4.05,21.11,40.9,1,19,0,0,low
9.85,4.94,28.19,57.22,1,15,0,0,low
20.88,9.68,22.62,48.42,0,20,0,0,medium
12.62,2.21,25.99,80.03,0,3,1,0,medium
31.97,1.0,38.35,27.43,1,6,1,0,high
1.76,0.79,21.85,73.86,1,15,1,0,low
14.26,3.87,32.75,37.86,1,10,1,0,medium
20.33,1.23,32.79,78.8,1,7,0,0,medium
7.61,3.99,31.75,94.85,1,19,0,0,low
15.81,12.09,35.29,24.05,1,15,0,0,high
4.61,5.02,20.06,39.52,1,12,0,1,medium
4.35,2.29,41.64,67.24,1,14,1,0,medium
11.38,10.31,24.36,57.54,1,21,1,0,high
8.96,2.89,44.85,50.95,1,11,0,0,low
6.32,8.58,36.69,50.29,1,5,0,1,medium
15.26,8.21,32.67,49.37,1,13,0,0,medium
13.5,8.02,39.46,91.49,0,1,0,1,high
24.94,13.59,24.72,80.43,1,20,0,0,high
26.97,7.91,43.57,72.11,1,22,1,0,high
4.61,2.89,29.43,47.12,1,22,1,0,low
13.14,6.98,40.84,66.27,1,21,0,0,medium
32.91,16.17,31.66,89.21,1,1,1,0,high
16.22,3.23,25.88,71.06,1,0,1,0,medium
13.37,2.0,42.24,28.2,1,19,0,0,medium
22.56,4.52,37.59,42.29,1,16,0,0,medium
23.24,3.61,27.62,61.58,1,7,0,0,medium
15.36,6.88,30.71,37.67,1,0,0,0,medium
9.28,2.56,29.16,72.25,0,2,0,1,low
5.14,10.48,44.94,49.37,1,9,1,0,high
6.69,6.78,25.17,33.69,1,6,0,0,low
15.19,3.41,25.37,63.04,1,8,0,0,low
18.07,2.57,42.37,69.12,1,4,0,0,medium
5.73,5.4,40.9,63.79,1,8,1,1,high
4.26,4.82,40.11,90.78,0,20,1,0,medium
24.54,5.88,31.65,64.46,0,10,1,0,high
17.88,5.79,28.66,68.47,1,7,1,0,medium
7.85,6.47,34.12,39.26,1,8,1,0,medium
6.29,2.3,35.68,20.98,1,21,1,0,medium
17.92,1.82,32.8,74.18,1,8,0,0,low
2.88,7.24,43.0,75.66,1,16,0,0,medium
14.88,8.13,35.72,31.38,1,7,0,0,medium
29.48,7.16,42.1,24.13,1,4,0,0,high
13.2,13.6,28.73,45.66,1,5,0,0,medium
42.96,12.32,36.14,24.08,1,18,0,1,emergency
16.84,14.43,40.3,65.74,1,1,0,0,high
38.34,3.36,29.92,44.16,1,7,1,0,high
15.97,2.3,25.32,22.14,1,15,1,0,medium
8.86,2.12,29.35,68.34,1,0,0,1,low
11.61,4.07,33.97,36.5,1,13,0,0,low
4.4,4.3,34.45,50.76,1,13,1,1,medium
34.84,2.17,26.27,53.11,1,12,0,0,medium
10.59,16.55,39.92,72.72,1,22,0,0,high
13.08,13.44,24.39,68.76,1,5,0,0,medium
21.24,20.8,37.3,47.04,1,19,0,0,high
8.62,8.29,36.61,40.89,1,21,0,0,low
19.69,16.71,41.01,86.37,1,2,1,0,high
21.09,7.24,38.29,30.1,1,10,1,1,high
1.64,5.53,26.08,39.18,1,20,0,1,medium
16.32,8.56,29.64,20.44,0,8,0,0,medium
3.1,5.42,30.43,50.58,1,22,0,0,low
1.26,4.64,43.57,61.21,1,18,0,0,low
14.93,1.78,43.96,21.53,1,12,0,0,medium
10.18,21.42,38.29,32.25,1,8,0,0,high
16.56,2.04,33.68,50.63,1,3,0,1,medium
25.55,2.18,26.58,54.82,1,14,0,0,medium
11.33,13.17,22.99,43.78,1,23,1,0,high
15.73,18.2,21.14,78.13,1,22,1,1,high
17.43,13.9,24.75,90.71,1,0,0,1,high
11.69,5.56,34.53,48.11,1,8,1,0,medium
26.96,12.83,24.54,77.6,1,18,0,0,high
15.68,6.98,38.22,23.83,1,10,0,0,high
5.01,6.0,28.07,48.71,1,18,1,0,medium
14.72,14.37,32.07,87.06,1,17,0,0,medium
15.14,6.35,34.04,57.29,1,4,1,0,medium
2.75,3.33,27.12,69.24,1,17,1,0,low
16.1,3.58,40.95,43.65,1,0,0,0,medium
13.26,6.66,24.07,32.07,1,12,1,0,medium
15.73,4.33,23.63,35.01,1,12,1,0,medium
19.25,7.91,21.56,76.98,1,21,0,0,medium
6.94,8.7,33.74,48.68,0,0,0,1,medium
21.91,21.02,29.67,66.81,1,2,0,0,high
16.95,8.83,23.83,54.46,1,7,0,0,medium
17.49,8.23,34.95,44.04,1,3,0,0,medium
16.07,7.41,22.5,55.36,1,18,1,0,medium
30.81,2.29,39.37,36.42,1,15,0,0,medium
18.61,10.86,35.41,93.77,1,6,0,1,high
24.12,2.05,35.68,24.33,0,9,1,0,high
7.36,8.03,22.19,48.65,1,18,1,1,medium
65.28,14.89,22.21,62.23,1,23,0,0,high
20.66,7.53,37.21,30.18,1,19,0,1,high
3.98,6.65,28.88,44.03,1,21,0,0,low
5.22,6.68,34.44,50.64,1,12,0,0,low
3.32,4.68,35.91,55.16,1,1,0,0,low
9.32,11.8,24.76,41.1,1,6,0,0,medium
7.11,10.21,44.92,38.07,0,6,0,0,medium
6.91,12.14,41.25,51.0,1,6,0,0,medium
19.19,7.4,29.69,25.78,1,17,1,0,medium
16.6,7.63,22.15,22.01,1,6,0,1,high
9.09,10.71,43.35,29.64,1,11,0,0,medium
24.41,6.57,29.64,46.09,1,10,0,0,medium
13.41,2.8,43.21,78.89,1,7,0,0,medium
37.88,2.77,41.13,56.6,1,14,0,0,high
8.71,4.85,26.08,28.65,1,5,1,1,medium
11.32,7.36,29.98,74.84,1,23,0,0,medium
7.42,11.75,25.19,91.64,0,8,1,0,medium
2.78,1.86,23.62,36.55,1,17,1,0,low
8.39,2.2,21.24,87.93,1,18,0,1,low
16.73,2.83,33.09,30.38,1,2,1,0,medium
6.3,19.03,25.44,55.55,1,6,0,1,medium
10.35,3.12,37.53,35.95,1,9,0,0,low
9.29,7.57,35.48,40.53,1,15,0,0,low
22.77,3.33,21.8,61.51,1,2,0,1,medium
6.15,28.58,23.33,58.97,1,14,0,0,medium
27.14,10.26,30.52,51.65,1,20,0,0,high
22.14,11.63,35.36,27.87,1,6,1,1,high
14.49,15.99,28.27,65.79,1,0,1,0,high
5.16,12.05,44.84,67.45,1,22,0,0,medium
12.11,31.0,26.32,35.05,1,17,0,0,high
20.14,18.33,22.0,57.7,1,20,0,0,high
10.0,17.18,30.76,88.47,1,13,0,0,medium
7.23,1.75,22.28,86.2,1,13,0,0,low
4.16,11.32,29.21,51.15,1,6,0,0,medium
22.02,6.93,31.76,66.73,1,21,0,0,medium
31.12,6.79,30.05,86.56,1,12,1,1,high
5.86,4.27,35.57,63.87,1,6,1,0,low
12.93,6.63,36.91,86.03,1,7,0,1,medium
6.33,9.41,36.88,41.24,1,6,0,0,low
43.07,5.49,44.67,88.6,0,4,1,0,high
7.71,3.46,28.5,27.77,1,11,0,1,low
13.72,3.51,21.54,91.44,0,21,0,0,low
3.92,9.16,21.2,73.52,1,21,0,1,medium
13.27,7.51,20.74,93.71,1,15,0,0,medium
8.3,25.14,33.47,29.47,1,18,1,1,high
9.17,9.03,36.88,64.84,1,16,1,1,medium
20.31,12.59,23.49,54.61,1,17,0,0,high
2.13,29.53,23.14,56.67,1,5,1,0,high
23.23,8.35,28.98,43.18,1,22,0,0,medium
6.96,3.2,42.68,61.41,1,19,1,0,medium
9.92,3.3,37.48,86.15,1,18,0,0,low
13.64,10.84,22.0,29.71,1,1,1,0,high
13.02,20.86,23.05,42.21,1,14,1,1,high
0.63,6.55,41.19,49.59,0,13,1,1,high
6.54,9.88,32.35,47.82,1,11,1,0,medium
4.47,13.59,27.72,37.66,1,21,0,0,medium
5.14,11.66,43.55,80.26,1,21,0,0,medium
14.02,25.41,40.97,82.92,1,21,0,0,high
5.23,14.77,43.52,35.72,1,2,0,1,high
11.33,4.42,28.27,20.0,1,11,1,0,medium
31.16,11.3,31.75,82.64,1,14,0,0,high
5.29,5.06,27.3,60.82,1,1,0,0,low
8.24,3.77,21.6,41.7,1,1,1,0,low
7.43,18.39,36.88,45.28,1,8,0,1,medium
7.02,11.09,44.14,79.91,1,8,1,0,high
7.95,3.36,44.35,90.66,1,4,0,0,low
9.77,5.86,43.81,80.35,1,6,1,0,medium
7.56,11.37,29.54,50.88,1,4,0,0,medium
8.25,3.81,21.89,26.39,1,2,0,1,low
9.59,8.43,37.76,77.35,1,13,0,0,low
5.37,9.36,42.23,62.76,1,3,1,0,medium
11.46,8.09,21.28,84.43,1,21,0,0,medium
12.48,15.6,23.74,94.85,1,7,1,0,high
16.33,5.12,31.95,43.86,1,18,1,1,high
19.24,5.26,38.86,89.16,1,1,1,0,high
28.08,4.4,31.99,69.93,1,22,0,0,medium
11.01,6.27,22.16,46.7,1,19,0,0,medium
58.52,11.93,21.54,28.44,1,15,0,0,high
14.68,20.99,38.08,72.28,1,4,1,0,high
4.56,8.62,26.12,54.66,1,10,0,0,low
23.51,3.92,38.49,30.5,1,12,1,0,high
5.59,9.05,23.46,39.06,1,5,1,0,medium
36.73,5.69,44.9,36.3,1,17,0,1,high
6.18,15.01,34.34,92.17,1,21,1,0,medium
9.88,4.35,37.99,57.36,1,18,0,0,low
3.77,15.18,34.79,44.61,1,0,0,0,medium
3.41,7.24,28.73,82.32,1,0,0,0,low
24.51,1.01,21.31,77.61,1,7,1,0,medium
5.3,0.33,22.28,35.48,1,11,1,1,medium
9.59,15.86,44.45,63.93,1,22,1,0,high
5.79,14.42,27.24,91.91,1,0,0,1,medium
3.46,26.11,24.82,92.42,1,1,0,0,medium
3.44,8.13,23.31,29.88,0,15,1,0,medium
23.39,5.54,30.82,88.96,1,22,0,0,medium
26.21,7.62,40.24,30.98,1,17,0,0,high
1.02,4.32,21.94,22.8,1,18,0,1,medium
22.23,8.95,43.19,84.99,0,15,0,0,high
14.61,7.26,20.89,20.83,1,10,1,1,high
4.44,7.13,20.25,66.13,1,9,0,1,medium
4.62,3.68,24.19,55.03,1,11,0,0,low
6.73,2.11,33.96,21.21,1,8,0,0,low
5.32,8.46,41.77,45.41,1,16,1,0,medium
18.67,3.42,26.9,63.97,1,3,0,0,low
30.13,15.49,43.21,76.72,1,17,0,0,high
2.84,15.63,43.41,25.16,1,15,1,1,high
7.7,7.0,32.5,74.5,1,5,0,1,medium
43.47,13.76,43.79,59.84,1,0,0,0,high
9.44,14.23,31.98,58.44,1,6,0,1,medium
17.05,2.86,28.02,28.17,1,18,0,1,medium
5.97,2.74,34.21,35.01,1,21,1,0,low
23.03,4.43,37.62,58.22,1,13,1,0,medium
8.05,3.6,22.29,54.32,1,19,0,0,low
3.19,6.4,39.89,72.1,1,23,0,0,medium
19.03,9.51,41.56,56.41,1,5,0,0,medium
0.58,13.63,41.54,84.87,1,5,1,0,high
1.98,7.28,42.42,92.63,1,10,0,0,medium
23.78,6.86,27.42,93.2,0,1,1,0,high
6.27,36.95,39.52,75.69,1,6,1,1,high
2.86,4.39,43.24,25.42,0,23,0,0,low
25.96,7.91,30.35,45.18,1,19,1,0,high
7.89,13.74,25.35,94.39,1,2,1,0,medium
9.62,10.22,32.65,47.93,1,10,1,0,medium
3.55,2.2,29.41,83.16,1,9,0,0,low
25.56,9.69,38.28,74.0,1,12,1,0,high
8.04,9.35,31.31,59.25,1,21,1,0,medium
11.17,22.02,28.75,20.43,1,4,0,0,high
15.09,8.57,34.1,57.77,1,4,0,0,medium
12.3,2.98,38.35,92.08,1,8,1,0,medium
14.16,0.57,24.57,89.25,1,18,0,0,low
6.69,6.93,39.86,43.31,1,9,1,0,medium
2.81,20.2,30.26,59.45,1,15,0,0,medium
11.0,5.85,34.26,56.06,1,0,0,0,medium
9.5,5.2,36.55,40.31,1,8,0,0,low
12.38,11.26,28.25,53.13,0,0,1,0,high
10.8,17.3,25.03,53.58,1,5,0,0,medium
0.19,15.24,40.94,79.5,1,9,0,0,medium
6.68,10.34,22.36,47.27,1,10,0,1,medium
15.2,11.65,41.61,66.94,1,6,0,0,high
11.17,1.75,23.8,77.95,1,22,0,0,low
6.35,4.74,23.08,45.99,0,10,1,0,low
11.24,2.27,30.12,68.77,1,2,0,0,low
8.54,18.15,33.32,83.17,1,14,0,0,medium
20.19,10.13,39.63,31.78,1,10,0,0,high
8.0,10.48,20.78,50.7,1,7,0,0,medium
7.72,8.67,38.81,80.31,0,15,1,0,medium
10.88,5.72,29.48,22.16,1,18,0,0,medium
23.76,7.88,37.82,55.93,1,6,0,1,high
13.31,3.65,27.64,65.52,1,8,0,1,medium
14.07,8.43,38.87,76.53,1,12,1,0,high
5.24,2.97,24.65,39.84,1,17,0,0,low
36.38,10.47,40.74,87.87,1,1,0,0,high
14.39,4.0,43.94,38.74,1,17,1,0,medium
18.18,17.49,43.53,71.38,0,1,1,0,high
12.42,7.85,20.86,26.19,1,11,1,0,medium
14.29,5.26,25.71,47.78,1,22,0,0,medium
6.73,6.47,26.19,77.41,1,11,0,1,medium
7.93,9.35,44.31,27.02,1,16,1,0,medium
8.05,7.96,34.86,38.92,1,23,0,0,low
23.7,14.85,27.54,29.53,1,13,0,0,high
6.59,10.59,36.9,83.32,1,16,0,0,medium
1.42,12.39,27.13,55.1,1,2,1,1,high
11.28,3.18,44.67,45.15,1,7,0,0,medium
6.05,9.75,30.46,82.55,1,23,0,0,low
19.46,9.28,33.99,67.64,1,0,0,1,medium
10.53,9.63,22.57,85.55,1,7,0,0,medium
4.08,7.87,22.44,55.85,0,8,0,0,low
8.58,3.48,40.02,31.35,1,5,0,0,low
27.41,8.34,26.34,39.44,1,13,0,0,medium
3.2,3.7,32.2,24.11,1,21,0,0,low
22.6,12.07,33.12,24.94,1,11,0,1,high
16.1,0.66,35.46,57.67,1,23,1,0,medium
37.75,2.92,35.93,24.01,1,6,0,1,high
50.19,7.28,30.48,46.08,1,22,1,0,high
18.94,2.24,42.7,26.34,1,1,0,0,medium
13.74,5.68,41.51,79.62,1,7,0,0,medium
3.66,4.93,38.75,25.34,1,3,0,1,medium
3.74,10.41,31.58,20.11,1,22,0,0,medium
4.91,4.72,37.62,71.08,1,8,0,1,low
6.3,4.81,29.55,38.73,1,16,0,0,low
11.28,14.62,22.31,77.76,1,5,0,0,medium
5.67,7.09,44.82,67.32,1,9,1,0,medium
5.92,16.79,37.66,90.58,1,7,1,0,medium
19.32,10.47,37.77,21.6,1,5,0,0,high
2.37,8.74,20.85,41.88,0,4,1,0,medium
19.24,4.87,34.21,89.81,1,11,1,0,medium
10.92,5.68,34.16,70.08,1,2,0,0,medium
2.24,7.3,25.75,61.2,1,12,0,0,low
22.26,4.75,37.56,89.83,1,11,0,0,medium
35.04,13.11,43.5,52.62,1,20,0,0,high
16.32,11.83,33.29,38.7,1,6,0,0,medium
4.31,9.51,35.15,65.85,1,16,0,0,low
4.02,3.57,31.46,55.82,1,4,1,0,low
7.15,6.17,34.58,86.57,1,22,0,0,low
14.3,14.35,33.36,45.92,0,16,0,0,medium
6.26,18.42,42.63,58.34,1,1,1,0,high
23.49,2.53,33.84,26.39,1,21,0,0,medium
